Station_ID,Total_Count
0,264046.0
1,449025.0
2,624625.0
3,21767.0
4,296290.0
5,230042.0
6,161580.0
7,257121.0
8,471815.0
9,13236.0
10,158063.0
11,242202.0
12,776396.0
13,429701.0
14,182872.0
15,66172.0
16,175813.0
17,113085.0
18,199747.0
19,74713.0
20,109319.0
21,366617.0
22,18522.0
23,351886.0
24,358386.0
25,105095.0
26,756439.0
27,261156.0
28,382015.0
29,330418.0
30,633280.0
31,187889.0
32,149958.0
33,200030.0
34,258215.0
35,244524.0
36,689463.0
37,225235.0
38,224182.0
39,408943.0
40,152478.0
41,207923.0
42,110751.0
43,649142.0
44,235948.0
45,58062.0
46,232314.0
47,265124.0
48,384607.0
49,412291.0
50,298250.0
51,669616.0
52,562114.0
53,0.0
54,339061.0
55,88851.0
56,49283.0
57,226873.0
58,463830.0
59,149867.0
60,345.0
61,567851.0
62,84968.0
63,248173.0
64,509792.0
65,356596.0
66,31081.0
67,262073.0
68,567459.0
69,237761.0
70,478513.0
71,163264.0
72,278120.0
73,338688.0
74,93999.0
75,582427.0
76,363956.0
77,228255.0
78,839684.0
79,156304.0
80,142930.0
81,0.0
82,624950.0
83,447207.0
84,256139.0
85,447920.0
86,14966.0
87,530566.0
88,261182.0
89,297327.0
90,376743.0
91,923131.0
92,114240.0
93,895329.0
94,91630.0
95,324156.0
96,567065.0
97,283438.0
98,644091.0
99,85316.0
100,0.0
101,887728.0
102,299489.0
103,544302.0
104,135299.0
105,145328.0
106,76652.0
107,428730.0
108,93657.0
109,67886.0
110,28233.0
111,273908.0
112,477897.0
113,511805.0
114,314539.0
115,574670.0
116,172877.0
117,518847.0
118,301229.0
119,1038863.0
120,72008.0
121,518797.0
122,183423.0
123,274287.0
124,222225.0
125,198663.0
126,26416.0
127,89667.0
128,673263.0
129,840521.0
130,429181.0
131,246464.0
132,193835.0
133,954151.0
134,240052.0
135,250845.0
136,435069.0
137,180634.0
138,264199.0
139,606354.0
140,47407.0
141,91317.0
142,733499.0
143,219909.0
144,330736.0
145,28156.0
146,103267.0
147,92448.0
148,513664.0
149,457382.0
150,568415.0
151,134903.0
152,798965.0
153,90423.0
154,410169.0
155,121448.0
156,456738.0
157,127647.0
158,124663.0
159,59683.0
160,41909.0
161,188893.0
162,189473.0
163,182111.0
164,324995.0
165,348134.0
166,270342.0
167,336958.0
168,181858.0
169,668743.0
170,337439.0
171,154308.0
172,7285.0
173,164891.0
174,309631.0
175,266757.0
176,360997.0
177,464985.0
178,376550.0
179,271449.0
180,17751.0
181,237966.0
182,36923.0
183,306777.0
184,323169.0
185,673880.0
186,100628.0
187,281626.0
188,380404.0
189,231321.0
190,421237.0
191,454507.0
192,66531.0
193,243999.0
194,486455.0
195,158232.0
196,314195.0
197,594214.0
198,454686.0
199,342005.0
200,182483.0
201,120960.0
202,102480.0
203,189299.0
204,310977.0
205,325082.0
206,77200.0
207,408576.0
208,155368.0
209,220852.0
210,54376.0
211,133081.0
212,272701.0
213,520130.0
214,189506.0
215,240600.0
216,199808.0
217,471741.0
218,58100.0
219,174977.0
220,501019.0
221,110383.0
222,261172.0
223,282668.0
224,357789.0
225,326605.0
226,69378.0
227,85085.0
228,564031.0
229,317410.0
230,79989.0
231,128972.0
232,64217.0
233,220021.0
234,203755.0
235,495690.0
236,178190.0
237,81331.0
238,796575.0
239,412247.0
240,279016.0
241,99747.0
242,877690.0
243,185749.0
244,375793.0
245,191464.0
246,114442.0
247,408031.0
248,833922.0
249,446722.0
250,565373.0
251,407256.0
252,84044.0
253,222875.0
254,181470.0
255,812824.0
256,696020.0
257,143243.0
258,302253.0
259,708636.0
260,279126.0
261,151672.0
262,21522.0
263,31317.0
264,695542.0
265,281983.0
266,228701.0
267,358232.0
268,383799.0
269,171029.0
270,150008.0
271,180684.0
272,381157.0
273,499233.0
274,66360.0
275,797776.0
276,95746.0
277,70448.0
278,271129.0
279,319766.0
280,106546.0
281,988984.0
282,93408.0
283,71447.0
284,58198.0
285,651560.0
286,235129.0
287,15700.0
288,78547.0
289,571508.0
290,413158.0
291,401246.0
292,80597.0
293,301868.0
294,40839.0
295,239453.0
296,694973.0
297,419323.0
298,323871.0
299,160553.0
300,286710.0
301,305019.0
302,244218.0
303,300787.0
304,535932.0
305,14622.0
306,306455.0
307,297473.0
308,234306.0
309,365673.0
310,158949.0
311,216337.0
312,372044.0
313,120347.0
314,378173.0
315,228522.0
316,645013.0
317,292990.0
318,564772.0
319,220993.0
320,637291.0
321,188919.0
322,198095.0
323,215858.0
324,104345.0
325,21317.0
326,452856.0
327,60643.0
328,99310.0
329,93027.0
330,171099.0
331,402906.0
332,156856.0
333,52672.0
334,177791.0
335,646018.0
336,295042.0
337,112810.0
338,175705.0
339,264489.0
340,41529.0
341,280650.0
342,56211.0
343,616005.0
344,215666.0
345,294411.0
346,717637.0
347,401682.0
348,669365.0
349,539346.0
350,199545.0
351,640946.0
352,500234.0
353,455222.0
354,62444.0
355,283154.0
356,136786.0
357,421354.0
358,26152.0
359,167114.0
360,316313.0
361,96023.0
362,508245.0
363,234343.0
364,80135.0
365,529006.0
366,204893.0
367,227630.0
368,538159.0
369,172598.0
370,101084.0
371,523667.0
372,105995.0
373,393418.0
374,15312.0
375,599171.0
376,1828243.0
377,119268.0
378,273095.0
379,781489.0
380,314276.0
381,428737.0
382,272917.0
383,80630.0
384,585393.0
385,227586.0
386,248340.0
387,218600.0
388,417485.0
389,183180.0
390,790282.0
391,612201.0
392,484354.0
393,146282.0
394,345232.0
395,272334.0
396,230885.0
397,248019.0
398,0.0
399,134391.0
400,165462.0
401,159079.0
402,392751.0
403,138102.0
404,708453.0
405,40421.0
406,186017.0
407,47083.0
408,155919.0
409,78509.0
410,230107.0
411,277276.0
412,41888.0
413,138693.0
414,134980.0
415,126779.0
416,449698.0
417,189436.0
418,286148.0
419,193923.0
420,204906.0
421,125806.0
422,103309.0
423,278575.0
424,179503.0
425,37162.0
426,171531.0
427,495394.0
428,35703.0
429,121017.0
430,350457.0
431,551174.0
432,253466.0
433,189579.0
434,292610.0
435,312953.0
436,117444.0
437,118287.0
438,125050.0
439,262790.0
440,201650.0
441,586325.0
442,304457.0
443,389714.0
444,56338.0
445,283632.0
446,105273.0
447,636120.0
448,190414.0
449,62830.0
450,241050.0
451,10367.0
452,277855.0
453,1546638.0
454,889315.0
455,251830.0
456,73990.0
457,392725.0
458,160179.0
459,400276.0
460,311959.0
461,559844.0
462,144823.0
463,555615.0
464,111606.0
465,273203.0
466,715608.0
467,626815.0
468,335211.0
469,65055.0
470,135437.0
471,68953.0
472,500125.0
473,482795.0
474,356645.0
475,359482.0
476,469281.0
477,526492.0
478,322211.0
479,142521.0
480,402893.0
481,290318.0
482,149115.0
483,0.0
484,69769.0
485,726872.0
486,6629.0
487,174990.0
488,515631.0
489,294352.0
490,725146.0
491,334764.0
492,224409.0
493,384139.0
494,293259.0
495,118749.0
496,166657.0
497,91900.0
498,80665.0
499,222164.0
500,326768.0
501,904667.0
502,118726.0
503,447260.0
504,58896.0
505,110428.0
506,93100.0
507,849254.0
508,746434.0
509,215506.0
510,212549.0
511,331808.0
512,210288.0
513,68175.0
514,192870.0
515,72422.0
516,147063.0
517,108984.0
518,397728.0
519,880013.0
520,330579.0
521,181024.0
522,284833.0
523,290322.0
524,387614.0
525,238208.0
526,366899.0
527,170722.0
528,523752.0
529,212159.0
530,296334.0
531,247552.0
532,981699.0
533,293505.0
534,226674.0
535,246303.0
536,635509.0
537,296619.0
538,86044.0
539,234671.0
540,113274.0
541,116671.0
542,43390.0
543,304975.0
544,245158.0
545,1253274.0
546,425300.0
547,287252.0
548,306410.0
549,191414.0
550,16447.0
551,72841.0
552,239407.0
553,105205.0
554,188698.0
555,210535.0
556,91095.0
557,252050.0
558,544331.0
559,476089.0
560,101126.0
561,254607.0
562,105883.0
563,262933.0
564,183499.0
565,159832.0
566,288184.0
567,127969.0
568,488427.0
569,618676.0
570,346122.0
571,101946.0
572,220472.0
573,193121.0
574,448265.0
575,646087.0
576,189098.0
577,35218.0
578,95634.0
579,180124.0
580,181690.0
581,121328.0
582,243316.0
583,907628.0
584,812.0
585,145114.0
586,227228.0
587,179531.0
588,72939.0
589,283677.0
590,61104.0
591,46192.0
592,325074.0
593,444951.0
594,0.0
595,64419.0
596,131203.0
597,43367.0
598,204773.0
599,178086.0
600,146038.0
601,676300.0
602,254124.0
603,171892.0
604,276029.0
605,347517.0
606,464298.0
607,371293.0
608,202725.0
609,179103.0
610,228358.0
611,146318.0
612,337172.0
613,337906.0
614,187434.0
615,424059.0
616,178601.0
617,191844.0
618,289675.0
619,485491.0
620,332627.0
621,179440.0
622,693617.0
623,406611.0
624,719616.0
625,102662.0
626,425454.0
627,159132.0
628,86570.0
629,52891.0
630,252854.0
631,392261.0
632,114945.0
633,310912.0
634,328331.0
635,511318.0
636,480297.0
637,682471.0
638,279406.0
639,62638.0
640,781387.0
641,321477.0
642,327106.0
643,265634.0
644,202316.0
645,193596.0
646,24305.0
647,417841.0
648,33227.0
649,31230.0
650,415597.0
651,349958.0
652,838193.0
653,98591.0
654,576412.0
655,206714.0
656,121715.0
657,485893.0
658,484283.0
659,260225.0
660,504516.0
661,353641.0
662,233049.0
663,193687.0
664,165556.0
665,252796.0
666,358508.0
667,164067.0
668,293638.0
669,156417.0
670,366113.0
671,508097.0
672,65892.0
673,79382.0
674,342088.0
675,926171.0
676,144949.0
677,272077.0
678,76177.0
679,120167.0
680,105101.0
681,678848.0
682,172620.0
683,79563.0
684,301525.0
685,407200.0
686,189919.0
687,234367.0
688,151063.0
689,38503.0
690,234887.0
691,119069.0
692,165326.0
693,5779.0
694,137534.0
695,163080.0
696,217877.0
697,489124.0
698,154706.0
699,214000.0
700,429028.0
701,297700.0
702,70809.0
703,209549.0
704,430175.0
705,207846.0
706,662957.0
707,169600.0
708,73801.0
709,133347.0
710,59007.0
711,400819.0
712,221367.0
713,141852.0
714,21008.0
715,301496.0
716,161690.0
717,317093.0
718,363358.0
719,68202.0
720,265535.0
721,157697.0
722,175014.0
723,388250.0
724,91231.0
725,464625.0
726,1363502.0
727,366326.0
728,548364.0
729,246849.0
730,404131.0
731,284296.0
732,147159.0
733,157698.0
734,346008.0
735,97731.0
736,1099802.0
737,185811.0
738,355975.0
739,190490.0
740,106067.0
741,46446.0
742,96976.0
743,115126.0
744,337061.0
745,213295.0
746,267458.0
747,505946.0
748,451059.0
749,269631.0
750,101156.0
751,648679.0
752,258526.0
753,205723.0
754,156000.0
755,602007.0
756,46256.0
757,48933.0
758,443980.0
759,287110.0
760,177531.0
761,50775.0
762,166900.0
763,1210635.0
764,163423.0
765,417834.0
766,427262.0
767,343211.0
768,601741.0
769,36352.0
770,474523.0
771,122459.0
772,239937.0
773,421420.0
774,584104.0
775,277271.0
776,494103.0
777,198016.0
778,299454.0
779,339181.0
780,270488.0
781,53471.0
782,46231.0
783,183951.0
784,228386.0
785,136085.0
786,537042.0
787,192092.0
788,848709.0
789,337684.0
790,47426.0
791,271968.0
792,649080.0
793,0.0
794,258050.0
795,184920.0
796,200094.0
797,310790.0
798,429367.0
799,261936.0
800,95682.0
801,366516.0
802,94954.0
803,263125.0
804,285756.0
805,182534.0
806,150971.0
807,452390.0
808,291606.0
809,524381.0
810,460746.0
811,192419.0
812,108088.0
813,51499.0
814,193951.0
815,171622.0
816,195317.0
817,90519.0
818,380765.0
819,452753.0
820,757569.0
821,337504.0
822,127341.0
823,113906.0
824,228556.0
825,380011.0
826,401857.0
827,517321.0
828,49867.0
829,150785.0
830,152683.0
831,119377.0
832,191283.0
833,217565.0
834,386269.0
835,997381.0
836,42748.0
837,417382.0
838,379775.0
839,356986.0
840,276315.0
841,86906.0
842,76361.0
843,970263.0
844,797426.0
845,358747.0
